# intensity_mean 	            intensity_std 	 backgroudn_mean 	 backgroudn_std 	 number_inner_pixels
3.434338081160978163e+03 4.734953734605132070e+01 3.424700068634179843e+03 9.915148937063774426e+00 2.000000000000000000e+00
3.416025262026336804e+03 5.781434674860232548e+01 3.415761048304213546e+03 7.870520761542388755e+01 2.000000000000000000e+00
3.410701424348293585e+03 1.780126549051917806e+01 3.404912981455064255e+03 1.017582180039987882e+01 2.000000000000000000e+00
3.405190540177371531e+03 1.363780637426808795e+01 3.402774838330393777e+03 9.908006106042652306e+00 2.000000000000000000e+00
3.440038430529427387e+03 7.367901341713681518e+01 3.424195985208663387e+03 9.443140081835569077e+00 2.000000000000000000e+00
3.423912926632625840e+03 1.186386758180688794e+01 3.422571496212121019e+03 1.081847474773638673e+01 2.000000000000000000e+00
3.427706261757592074e+03 2.443599729938050658e+01 3.424673825503355602e+03 9.465567384073541035e+00 2.000000000000000000e+00
3.431441547970975535e+03 1.794842814134086950e+01 3.431863956215793678e+03 1.872901125769354636e+01 2.000000000000000000e+00
3.417039774254232725e+03 2.867770340837848764e+01 3.409970355731225482e+03 9.698269612167587539e+00 2.000000000000000000e+00
3.418644450416554719e+03 3.037128751946797678e+01 3.408765663140764900e+03 9.470630847249088546e+00 2.000000000000000000e+00
3.431812953507121620e+03 1.777269824515828844e+01 3.428236268939393995e+03 1.012285101116964370e+01 2.000000000000000000e+00
3.410824509540446343e+03 2.180308396763727785e+01 3.406725740551583385e+03 9.506132708875567161e+00 2.000000000000000000e+00
3.421992743886052267e+03 1.686865972013808346e+01 3.419101165254237458e+03 1.391445713228691972e+01 2.000000000000000000e+00
3.409470303681805945e+03 1.098621168709965268e+01 3.407987713675213854e+03 9.479417576688547342e+00 2.000000000000000000e+00
3.406252889008331294e+03 2.010064057511621272e+01 3.404265151515151501e+03 1.668992952963899867e+01 2.000000000000000000e+00
